"","Name","Season","Apps","Mins","Assists","KeyP","AvgP","PS","Crosses","LongB","ThrB","Rating","Team.x","Meta","Team.y","Cost"
"1978","Jurado",2015,"27",2027,0,1.5,35.3,84.1,0.6,1.2,0,6.76,"Watford","M(CL)",NA,NA
"1979","Leroy Fer",2013,"28(1)",2466,1,1,39.8,83.6,0,2.9,0.2,6.89,"Norwich","M(CL)",NA,NA
"1980","Leroy Fer",2014,"27(2)",2368,2,1.7,34.9,79.9,0.2,2.3,0.1,7.27,"Queens Park Rangers","M(CL)",NA,NA
"1981","Leroy Fer",2016,"12(1)",1060,0,0.4,40.3,80.9,0.1,2.6,0,7.21,"Swansea","M(CL)","swansea-city",6800000
"1982","Maxi Rodriguez",2010,"24(4)",2044,0,1.3,33.3,84.3,0.1,1.3,0.2,7.14,"Liverpool","M(CL)","liverpool-fc",15300000
"1983","Niko Kranjcar",2009,"19(5)",1661,6,2.1,33.9,79.2,1.4,3.1,0.1,7.39,"Tottenham","M(CL)","tottenham-hotspur",7860000
"1984","Niko Kranjcar",2014,"11(11)",1115,1,0.9,26.6,77.4,0.6,2.3,0,6.61,"Queens Park Rangers","M(CL)",NA,NA
"1985","Peter Whittingham",2013,"30(2)",2661,5,1.7,41.1,81.4,1.8,2.9,0.1,6.86,"Cardiff","M(CL)",NA,NA
"1986","Ross Barkley",2013,"25(9)",2291,0,0.8,36.2,85,0.2,2.8,0.1,7,"Everton","M(CL)","everton-fc",3830000
"1987","Ross Barkley",2014,"22(7)",1966,2,1.1,39.9,87.9,0.2,2.1,0.2,6.8,"Everton","M(CL)","everton-fc",9350000
"1988","Ross Barkley",2015,"36(2)",3087,8,1.5,47.4,86,0.6,2.7,0.2,7.31,"Everton","M(CL)","everton-fc",13600000
"1989","Ross Barkley",2016,"12",995,1,2.5,42,84.1,0.8,2.9,0,6.8,"Everton","M(CL)","everton-fc",18700000
"1990","Ryan Giggs",2009,"20(5)",1815,9,2.7,36,74.1,2.8,2,0.4,7.44,"Manchester United","M(CL)","manchester-united",6380000
"1991","Ryan Giggs",2010,"19(6)",1678,6,2.4,36.6,72.7,1.8,1.9,0.3,7.18,"Manchester United","M(CL)","manchester-united",6380000
"1992","Ryan Giggs",2011,"14(11)",1467,8,1.8,40.4,80.2,1,2.4,0.3,6.93,"Manchester United","M(CL)","manchester-united",3830000
"1993","Ryan Giggs",2012,"12(10)",1162,3,1.1,28.9,81.3,0.6,1.4,0.1,6.74,"Manchester United","M(CL)","manchester-united",850000
"1994","Sam Clucas",2016,"13",1154,1,0.6,49.5,85.7,0.3,3.5,0,6.78,"Hull","M(CL)",NA,NA
"1995","Stephen Quinn",2014,"17(11)",1640,3,0.8,33.8,84.3,0.3,1.2,0,6.51,"Hull","M(CL)","hull-city",1700000
"1996","Steven Pienaar",2009,"30",2663,2,1.7,43.7,82.1,0.7,2.6,0.3,7.35,"Everton","M(CL)","everton-fc",6800000
"1997","Steven Pienaar",2010,"18",1576,0,1.6,46.8,82.2,0.6,2.1,0.6,7.08,"Everton","M(CL)","tottenham-hotspur",6800000
"1998","Steven Pienaar",2010,"18",1576,0,1.6,46.8,82.2,0.6,2.1,0.6,7.08,"Everton","M(CL)","everton-fc",6800000
"1999","Steven Pienaar",2012,"35",3066,6,2.3,46.4,81.8,0.5,1.5,0.1,7.16,"Everton","M(CL)","everton-fc",5950000
"2000","Steven Pienaar",2013,"19(4)",1635,2,1.3,40.1,83.3,0.3,1.4,0.3,6.78,"Everton","M(CL)","everton-fc",4680000
"2001","Steven Pienaar",2016,"8(2)",567,0,0.2,26.3,77.6,0.2,1.1,0,6.31,"Sunderland","M(CL)","sunderland-afc",1280000
"2002","Cesc Fabregas",2009,"26(1)",2194,13,3.5,66.1,79.3,1.1,4.2,1,8.25,"Arsenal","M(CL),FW","arsenal-fc",3.4e+07
"2003","Cesc Fabregas",2010,"22(3)",1887,11,2.9,63.9,80.5,0.4,3.1,1.5,7.55,"Arsenal","M(CL),FW","arsenal-fc",46750000
"2004","Cesc Fabregas",2014,"33(1)",2890,18,2.8,80.6,85.2,1.7,5.4,0.5,7.62,"Chelsea","M(CL),FW","chelsea-fc",42500000
"2005","Cesc Fabregas",2015,"33(4)",2899,7,1.8,76.5,84,0.6,5,0.4,7.14,"Chelsea","M(CL),FW","chelsea-fc",42500000
"2006","Clint Dempsey",2009,"27(2)",2397,3,0.9,31.4,72.3,0.1,1.1,0.1,7.21,"Fulham","M(CL),FW",NA,NA
"2007","Clint Dempsey",2010,"35(2)",3099,3,1,30.8,74.4,0.1,0.8,0.2,7.09,"Fulham","M(CL),FW",NA,NA
"2008","Clint Dempsey",2011,"37",3325,6,1.5,35.3,83,0.1,0.8,0.3,7.28,"Fulham","M(CL),FW",NA,NA
"2009","Clint Dempsey",2012,"22(7)",1999,4,1.1,26.4,81.2,0,0.6,0.2,6.94,"Tottenham","M(CL),FW","tottenham-hotspur",12750000
"2010","Gary Taylor0Fletcher",2010,"29(2)",2459,4,1.4,31.8,70,0.2,0.9,0.1,6.87,"Blackpool","M(CL),FW",NA,NA
"2011","Martin Petrov",2010,"18(10)",1471,5,1.4,17.6,76.2,2,0.9,0.1,6.6,"Bolton","M(CL),FW",NA,NA
"2012","Martin Petrov",2011,"30(1)",2573,6,2,27.2,77.7,2.4,1,0.1,6.71,"Bolton","M(CL),FW",NA,NA
"2013","Samuel Eto'o",2013,"16(5)",1306,2,1,15.5,76.1,0,0.3,0,7.08,"Chelsea","M(CL),FW","chelsea-fc",18700000
"2014","Adam Johnson",2010,"15(16)",1531,5,1.2,20.1,82.9,0.6,0.8,0.2,6.78,"Manchester City","M(CLR)","manchester-city",3830000
"2015","Adam Johnson",2011,"10(16)",1140,2,1.5,21.8,87.7,0.6,1,0.1,6.88,"Manchester City","M(CLR)","manchester-city",8500000
"2016","Adam Johnson",2012,"35",2942,6,1.6,27.4,79.3,1.4,1.5,0.1,6.75,"Sunderland","M(CLR)","sunderland-afc",8930000
"2017","Adam Johnson",2013,"28(8)",2446,5,1.8,21.6,77.7,1.3,1.8,0.1,6.85,"Sunderland","M(CLR)","sunderland-afc",12750000
"2018","Adam Johnson",2014,"23(9)",2084,1,1.2,23.7,79.4,1.1,1.8,0.1,6.72,"Sunderland","M(CLR)","sunderland-afc",6380000
"2019","Adam Johnson",2015,"11(8)",1144,5,1.5,29.6,77,0.9,3,0.2,6.66,"Sunderland","M(CLR)","sunderland-afc",6380000
"2020","Alex Oxlade Chamberlain",2012,"11(14)",1063,3,0.8,21,81.1,0.3,0.8,0.1,6.78,"Arsenal","M(CLR)",NA,NA
"2021","Alex Oxlade Chamberlain",2014,"17(6)",1495,1,1.5,30.8,81.4,0.8,1.2,0.1,7.15,"Arsenal","M(CLR)",NA,NA
"2022","Alex Oxlade Chamberlain",2015,"9(13)",925,0,0.9,20,82.5,0.4,1.2,0,6.66,"Arsenal","M(CLR)",NA,NA
"2023","Alex Oxlade Chamberlain",2016,"6(6)",552,3,1,21.9,79.5,0.3,0.8,0.3,7.09,"Arsenal","M(CLR)",NA,NA
"2024","Almen Abdi",2015,"25(7)",1987,0,1,29.3,82.1,0.5,1.1,0,6.74,"Watford","M(CLR)","watford-fc",1700000
"2025","Angel Di Maria",2014,"20(7)",1645,10,1.9,31.3,77.8,1.6,2.5,0.1,7,"Manchester United","M(CLR)","manchester-united",25500000
"2026","Barry Bannan",2011,"10(18)",1249,2,1.4,19.1,76.1,1.3,1.9,0.1,6.54,"Aston Villa","M(CLR)",NA,NA
"2027","Barry Bannan",2012,"18(6)",1628,1,1.4,36.4,80.8,2.2,4.3,0,6.74,"Aston Villa","M(CLR)",NA,NA
"2028","Christian Eriksen",2013,"23(2)",1984,8,2.7,44.3,81.9,1.6,2.2,0,7.22,"Tottenham","M(CLR)","tottenham-hotspur",15300000
"2029","Christian Eriksen",2014,"37(1)",3142,2,2.2,52,82,0.8,1.7,0.1,7.09,"Tottenham","M(CLR)","tottenham-hotspur",15300000
"2030","Christian Eriksen",2015,"33(2)",2942,13,3.3,52.6,81.2,1.2,2.2,0.1,7.45,"Tottenham","M(CLR)","tottenham-hotspur",22950000
"2031","Christian Eriksen",2016,"13",1136,4,2.6,51.2,78.3,1,2.4,0.1,7.31,"Tottenham","M(CLR)","tottenham-hotspur",26350000
"2032","David Silva",2010,"30(5)",2565,7,2.1,44.4,87,0.5,1.5,0.3,7.15,"Manchester City","M(CLR)","manchester-city",27200000
"2033","David Silva",2011,"33(3)",2819,15,2.9,56.1,87.1,1,1.6,0.5,7.5,"Manchester City","M(CLR)","manchester-city",27200000
"2034","David Silva",2012,"29(3)",2526,8,3.3,57,85.4,1.4,1.2,0.5,7.3,"Manchester City","M(CLR)","manchester-city",42500000
"2035","David Silva",2013,"26(1)",2174,9,3.2,69.2,88.2,1.2,1.9,0.6,7.57,"Manchester City","M(CLR)","manchester-city",37400000
"2036","David Silva",2014,"32",2661,7,2.9,67.1,85.7,0.4,1.4,0.6,7.53,"Manchester City","M(CLR)","manchester-city",3.4e+07
"2037","David Silva",2015,"22(2)",1802,11,2.8,57.8,86.4,1.4,2.1,0.2,7.28,"Manchester City","M(CLR)","manchester-city",32300000
"2038","David Silva",2016,"11(1)",980,2,2.8,59.7,88.5,1.2,1.2,0.3,7.21,"Manchester City","M(CLR)","manchester-city",28050000
"2039","Dimitri Payet",2015,"29(1)",2573,12,4,42.3,80.2,3.1,2.6,0.3,7.74,"West Ham","M(CLR)","west-ham-united",11050000
"2040","Dimitri Payet",2016,"11(1)",996,5,3.9,43.7,80.5,2.9,2.3,0.2,7.51,"West Ham","M(CLR)","west-ham-united",25500000
"2041","Diniyar Bilyaletdinov",2009,"16(7)",1437,1,1,22.6,80.6,0.6,0.8,0.1,6.86,"Everton","M(CLR)","everton-fc",5700000
"2042","Diniyar Bilyaletdinov",2010,"10(16)",925,2,0.7,12,75.6,0.3,0.2,0.1,6.4,"Everton","M(CLR)","everton-fc",7650000
"2043","Eden Hazard",2012,"31(3)",2640,11,1.9,44.8,85.1,0.5,1.2,0.1,7.33,"Chelsea","M(CLR)","chelsea-fc",28050000
"2044","Eden Hazard",2013,"32(3)",2898,7,2.7,44,83.4,0.3,1.6,0.2,7.68,"Chelsea","M(CLR)","chelsea-fc",3.4e+07
"2045","Eden Hazard",2014,"38",3379,9,2.6,58.4,86.8,0.3,2.3,0.2,7.96,"Chelsea","M(CLR)","chelsea-fc",38250000
"2046","Eden Hazard",2015,"25(6)",2192,3,2.1,45.7,86,0.3,2.4,0.1,7.11,"Chelsea","M(CLR)","chelsea-fc",5.1e+07
"2047","Eden Hazard",2016,"14",1175,1,1.9,49,84,0.9,3.2,0.1,7.99,"Chelsea","M(CLR)","chelsea-fc",55250000
"2048","Emanuele Giaccherini",2013,"16(8)",1356,4,1.2,20.5,82.3,0.4,0.8,0.1,6.61,"Sunderland","M(CLR)","sunderland-afc",6380000
"2049","Graham Dorrans",2010,"16(5)",1422,1,1.3,31.6,82.2,0.3,2.5,0.1,6.6,"West Bromwich Albion","M(CLR)","west-bromwich-albion",1700000
"2050","Graham Dorrans",2011,"16(15)",1523,2,1.1,24.7,80.3,0.6,1.3,0.1,6.56,"West Bromwich Albion","M(CLR)","west-bromwich-albion",2550000
"2051","Graham Dorrans",2012,"21(5)",1764,3,1.2,31,82.5,0.7,2.3,0.1,6.64,"West Bromwich Albion","M(CLR)","west-bromwich-albion",2130000
"2052","Graham Dorrans",2014,"19(2)",1594,3,1.2,36.3,82.9,0.5,1.6,0.2,6.64,"West Bromwich Albion","M(CLR)","west-bromwich-albion",1280000
"2053","Graham Dorrans",2015,"14(7)",1288,1,0.7,34.4,85.8,0.1,2.5,0,6.46,"Norwich","M(CLR)",NA,NA
"2054","Ibrahim Afellay",2015,"24(7)",2099,2,0.7,41.1,90.2,0.4,2.2,0,6.6,"Stoke","M(CLR)","stoke-city",3400000
"2055","Jack Wilshere",2010,"31(4)",2652,3,1.7,54.4,86.1,0.3,3.1,0.3,7.05,"Arsenal","M(CLR)","arsenal-fc",2550000
"2056","Jack Wilshere",2012,"20(5)",1696,3,1.9,47.7,86.2,0.5,2.6,0.4,7.05,"Arsenal","M(CLR)","arsenal-fc",18700000
"2057","Jack Wilshere",2013,"19(5)",1720,4,1.4,50.8,86.1,0.1,2.5,0.4,7.01,"Arsenal","M(CLR)","arsenal-fc",23800000
"2058","Jack Wilshere",2016,"9(1)",774,0,1.8,33.6,85.1,0.2,1.3,0.3,6.76,"Bournemouth","M(CLR)","afc-bournemouth",19550000
"2059","Jason Puncheon",2012,"25(7)",2066,1,0.8,26.3,79,0.7,0.8,0.1,6.81,"Southampton","M(CLR)","southampton-fc",638000
"2060","Jason Puncheon",2013,"29(5)",2516,2,1.4,27.6,78.5,1,1.5,0,7.02,"Crystal Palace","M(CLR)","crystal-palace",1700000
"2061","Jason Puncheon",2014,"31(6)",2825,7,1.8,30.9,76.4,1.4,1.8,0.1,6.99,"Crystal Palace","M(CLR)","crystal-palace",2550000
"2062","Jason Puncheon",2015,"31",2625,3,1.9,40,80,1.6,2.1,0,6.98,"Crystal Palace","M(CLR)","crystal-palace",4250000
"2063","Jason Puncheon",2016,"12(1)",1052,3,2.5,43.5,81.9,2.4,2.6,0,7.25,"Crystal Palace","M(CLR)","crystal-palace",4250000
"2064","Jonas Gutierrez",2010,"34(3)",2983,4,1.3,30.1,83.5,1,0.3,0.2,6.93,"Newcastle United","M(CLR)",NA,NA
"2065","Jonas Gutierrez",2011,"37",3308,3,0.8,32.9,79.8,0.5,0.8,0.1,6.97,"Newcastle United","M(CLR)",NA,NA
"2066","Jonas Gutierrez",2012,"34",2899,0,0.8,30.6,81.5,0.6,1,0,6.85,"Newcastle United","M(CLR)",NA,NA
"2067","Jonathan de Guzman",2012,"33(4)",2860,6,1.6,54.3,88.9,2.1,4.4,0,6.95,"Swansea","M(CLR)","swansea-city",5100000
"2068","Jonathan de Guzman",2013,"26(8)",2357,4,1.5,51.7,88.3,1.6,3.6,0,6.88,"Swansea","M(CLR)","swansea-city",6800000
"2069","Jordan Henderson",2009,"23(10)",2189,5,0.8,24.8,68.4,0.8,0.9,0.1,6.73,"Sunderland","M(CLR)","sunderland-afc",43000
"2070","Jordan Henderson",2010,"37",3219,4,2.2,44.4,81.2,1.5,3.5,0.2,7.05,"Sunderland","M(CLR)","sunderland-afc",2550000
"2071","Jordan Henderson",2011,"31(6)",2666,1,0.8,40.3,83.9,0.4,2.6,0.2,6.67,"Liverpool","M(CLR)","liverpool-fc",7230000
"2072","Jordan Henderson",2012,"16(14)",1529,4,1.1,33,84.5,0.2,1.4,0.1,6.81,"Liverpool","M(CLR)","liverpool-fc",12750000
"2073","Jordan Henderson",2013,"35",3129,7,1.8,57.9,87.1,0.2,4.3,0.2,7.22,"Liverpool","M(CLR)","liverpool-fc",8930000
"2074","Jordan Henderson",2014,"36(1)",3256,9,1.8,59,82.4,0.8,3.1,0.2,7.14,"Liverpool","M(CLR)","liverpool-fc",12750000
"2075","Jordan Henderson",2016,"14",1244,4,1.7,86.9,88.1,0.9,5.6,0.2,7.46,"Liverpool","M(CLR)","liverpool-fc",23800000
"2076","Jordi Gomez",2009,"11(12)",1261,0,1,26.3,81.5,0.4,1.2,0.2,6.61,"Wigan","M(CLR)",NA,NA
"2077","Jordi Gomez",2011,"24(4)",1805,0,1,31.6,82.8,0.3,1.5,0,6.65,"Wigan","M(CLR)",NA,NA
"2078","Jordi Gomez",2012,"17(15)",1515,1,1.2,27.5,85.4,0.3,1.3,0.3,6.49,"Wigan","M(CLR)",NA,NA
"2079","Jordi Gomez",2014,"22(7)",1942,2,0.8,34,80.5,0.4,0.8,0,6.74,"Sunderland","M(CLR)","sunderland-afc",2130000
"2080","Junior Hoilett",2009,"8(15)",942,0,0.5,10.8,75,0,0,0.2,6.46,"Blackburn","M(CLR)",NA,NA
"2081","Junior Hoilett",2010,"17(7)",1498,1,1,15.1,76.2,0.4,0.4,0.1,7.02,"Blackburn","M(CLR)",NA,NA
"2082","Junior Hoilett",2011,"34",2956,5,1.3,25.1,79.7,0.5,0.7,0.1,7.03,"Blackburn","M(CLR)",NA,NA
"2083","Junior Hoilett",2012,"15(11)",1450,1,0.7,17.3,75.4,0.3,0.5,0.1,6.51,"Queens Park Rangers","M(CLR)",NA,NA
"2084","Junior Hoilett",2014,"9(13)",880,0,0.5,11.9,79.4,0.1,0.3,0.1,6.24,"Queens Park Rangers","M(CLR)",NA,NA
"2085","Kevin Mirallas",2012,"23(4)",1836,3,1.6,21.7,80.9,1.2,0.9,0,7.03,"Everton","M(CLR)","everton-fc",5530000
"2086","Kevin Mirallas",2013,"28(4)",2335,7,1.9,22.3,83.9,1.7,0.6,0.1,7.11,"Everton","M(CLR)","everton-fc",8500000
"2087","Kevin Mirallas",2014,"18(11)",1424,1,0.6,16.4,84.4,0.5,1,0,6.55,"Everton","M(CLR)","everton-fc",10200000
"2088","Kevin Mirallas",2015,"10(13)",1005,2,0.8,14.3,82.6,0.6,1,0,6.63,"Everton","M(CLR)","everton-fc",12750000
"2089","Kevin Mirallas",2016,"9(5)",797,1,1.2,19.9,82,1.1,1,0.1,6.68,"Everton","M(CLR)","everton-fc",11050000
"2090","Lee Chung0yong",2009,"27(7)",2414,3,1.6,21.1,68,1.4,0.4,0.1,7,"Bolton","M(CLR)",NA,NA
